"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2809-P",86,1041.48170595895,"EPVDE","Chicago","New York","China","National Pumpkin Festival","1648 O","1681 D",360,1046,0,"Blue Doll",472.408155713723,"medium"
"2871-P",61,1046.60741638262,"YMPIZ","Nottingham","New York","Australia","National Pumpkin Festival","1078 G","1714 P",363,1037,2,"Blue Doll",474.733138854675,"medium"
"2918-P",46,1051.47241643351,"YZBCW","New York","Texas","Australia","Local Pumpkin Festival","1072 O","1342 O",362,1062,2,"Fairytale",476.939865759658,"medium"
"2511-P",52,1039.50746858306,"CEWNL","New York","Texas","Australia","Regional Pumpkin Festival","1095 W","1036 E",373,1091,-7,"Big Max",471.512656702698,"medium"
"2165-P",55,1048.91954127979,"MYEQD","New York","Texas","USA","National Pumpkin Festival","1276 K","1500 R",353,983,6,"Blue Doll",475.781901067397,"medium"
"2162-P",16,1030.0425574407,"FBIAV","New York","Florida","Australia","National Pumpkin Festival","1992 Z","1935 B",357,968,11,"Fairytale",467.219445222193,"medium"
"2617-P",55,1032.40418156981,"YHWIV","Paris","California","Australia","National Pumpkin Festival","1365 I","1862 I",341,898,12,"Ghost",468.290659908867,"medium"
"2172-P",48,1042.8132014038,"HKVIZ","New York","Texas","USA","Local Pumpkin Festival","1220 F","1393 G",355,1018,6,"Ghost",473.012111888702,"medium"
"2269-P",15,1028.1280726539,"PJXFP","New York","California","USA","National Pumpkin Festival","1271 M","1720 Q",374,1146,-8,"Ghost",466.351049529691,"medium"
"2461-P",45,1036.97680064943,"PJYHO","New York","California","China","Regional Pumpkin Festival","1562 V","1095 Q",360,1033,4,"Fairytale",470.364765036035,"medium"
"2271-P",85,1039.45888154488,"EWKFL","Nottingham","California","USA","National Pumpkin Festival","1396 W","1748 N",354,988,8,"Fairytale",471.490617992879,"medium"
"2130-P",68,1041.23302147072,"HETIY","Los Angeles","New York","Australia","National Pumpkin Festival","1815 K","1413 O",370,1103,-3,"Fairytale",472.295354327226,"medium"
"2468-P",57,1039.81871193182,"WYRVJ","Nottingham","Florida","Australia","National Pumpkin Festival","1015 F","1196 N",371,1086,-4,"Big Max",471.653834311025,"medium"
"2203-P",68,1030.78716276679,"XGOZP","Chicago","New York","China","Local Pumpkin Festival","1157 Y","1886 M",358,988,9,"Ghost",467.557192517054,"medium"
"2850-P",20,1033.52972452622,"JADIB","Chicago","Florida","China","Local Pumpkin Festival","1389 Q","1503 C",356,966,3,"Ghost",468.801197606427,"medium"
"2706-P",95,1012.16794080473,"XDBHL","Nottingham","Texas","China","National Pumpkin Festival","1160 X","1932 G",356,958,2,"Fairytale",459.111655492646,"medium"
"2242-P",8,1016.95031102467,"KAQLX","New York","California","China","Regional Pumpkin Festival","1292 I","1220 Q",344,932,9,"Ghost",461.280902136745,"medium"
"2348-P",45,1013.02557503153,"TBVLG","Nottingham","Florida","USA","Local Pumpkin Festival","1647 V","1675 D",350,978,5,"Fairytale",459.500671834496,"medium"
"2659-P",90,996.737104007043,"DBBSO","New York","Florida","China","Local Pumpkin Festival","1496 T","1725 X",359,1010,3,"Ghost",452.112345652628,"medium"
"2243-P",55,1006.37225989997,"YXZDZ","Nottingham","Texas","USA","National Pumpkin Festival","1927 W","1204 J",368,1104,-10,"Fairytale",456.482778853087,"medium"
"2110-P",74,1008.35951331165,"PVQVF","Los Angeles","California","Australia","Local Pumpkin Festival","1644 J","1193 E",362,1033,2,"Big Max",457.384181838635,"medium"
"2427-P",66,1002.71226238832,"ZHLIN","Houston","New York","USA","Regional Pumpkin Festival","1845 G","1165 A",353,929,7,"Fairytale",454.822631906189,"medium"
"2343-P",62,1000.72965169046,"KHSEJ","Paris","New York","Australia","Regional Pumpkin Festival","1894 U","1552 M",363,1029,-1,"Blue Doll",453.923334820206,"medium"
"2748-P",86,1002.44725504797,"MOHAV","Nottingham","New York","USA","Regional Pumpkin Festival","1538 C","1506 F",347,898,11,"Fairytale",454.702426598512,"medium"
"2042-P",72,996.35736349877,"QZPKZ","Chicago","Florida","Australia","Regional Pumpkin Festival","1688 P","1881 C",374,1183,-20,"Ghost",451.940098255351,"medium"
"2729-P",8,997.302021868527,"GFHCN","New York","Florida","China","Regional Pumpkin Festival","1659 M","1581 V",348,934,3,"Fairytale",452.368588084489,"medium"
"2538-P",65,995.598006411269,"SQNRH","Houston","Florida","China","Regional Pumpkin Festival","1477 X","1185 C",369,1084,-7,"Ghost",451.595659674067,"medium"
"2055-P",71,991.249577961862,"IYVGZ","Houston","Texas","Australia","Regional Pumpkin Festival","1626 U","1672 M",354,945,9,"Blue Doll",449.623245706271,"medium"
"2542-P",100,984.592208539508,"DWJBK","Los Angeles","California","China","Local Pumpkin Festival","1934 L","1206 B",355,982,0,"Blue Doll",446.603513729487,"medium"
"2911-P",70,983.542512794957,"EBYVH","Nottingham","Texas","Australia","National Pumpkin Festival","1978 T","1587 U",358,1009,2,"Big Max",446.127379748538,"medium"
"2587-P",42,977.036982255988,"YZBWD","New York","Florida","China","National Pumpkin Festival","1533 P","1268 U",341,916,8,"Big Max",443.176520730785,"medium"
"2091-P",65,973.831065484323,"CQERN","Paris","Texas","China","Local Pumpkin Festival","1532 J","1352 X",347,940,9,"Fairytale",441.722341343083,"medium"
"2509-P",86,985.953219871968,"ZNXLG","Nottingham","California","China","National Pumpkin Festival","1105 U","1271 O",358,1048,-1,"Ghost",447.220858085892,"medium"
"2874-P",13,980.515561803244,"DWXTH","Los Angeles","Florida","USA","National Pumpkin Festival","1328 Y","1143 I",361,998,-6,"Ghost",444.754377873182,"medium"
"2488-P",20,979.418177301995,"FHXRA","Los Angeles","Florida","Australia","National Pumpkin Festival","1646 T","1750 C",357,1007,0,"Big Max",444.256612636042,"medium"
"2690-P",13,976.790254780091,"KXGYX","Paris","New York","USA","National Pumpkin Festival","1251 C","1228 E",353,936,-1,"Fairytale",443.064607030155,"medium"
"2916-P",93,965.197034676187,"TRJBQ","Chicago","New York","Australia","Local Pumpkin Festival","1313 J","1766 S",352,947,3,"Ghost",437.806010842884,"medium"
"2636-P",2,967.032932224683,"WGLHA","Houston","California","China","National Pumpkin Festival","1565 T","1335 M",353,943,0,"Big Max",438.638759963682,"medium"
"2235-P",22,962.118044673465,"GLXYU","New York","California","USA","National Pumpkin Festival","1078 K","1506 W",354,976,-2,"Blue Doll",436.409404469172,"medium"
"2067-P",24,957.64274007082,"XPTPR","Los Angeles","New York","USA","National Pumpkin Festival","1960 C","1910 M",338,846,16,"Ghost",434.379440446284,"medium"
"2697-P",38,963.439685865305,"LNSTI","Los Angeles","Texas","Australia","Local Pumpkin Festival","1853 U","1712 Y",359,1052,-8,"Ghost",437.008890830171,"medium"
"2312-P",74,957.741024832241,"KFDOK","Nottingham","California","USA","Local Pumpkin Festival","1192 N","1155 J",341,894,12,"Ghost",434.424021664189,"medium"
"2868-P",26,959.981120655313,"UYPTI","Houston","California","China","Local Pumpkin Festival","1140 T","1164 D",331,821,11,"Blue Doll",435.440112038455,"medium"
"2330-P",12,949.353584592231,"JCRJZ","Los Angeles","California","Australia","Regional Pumpkin Festival","1542 W","1168 X",356,999,-5,"Fairytale",430.619542764299,"medium"
"2965-P",51,957.214233148843,"EFLHK","New York","New York","China","Local Pumpkin Festival","1046 V","1404 Y",361,1046,-13,"Fairytale",434.18507297582,"medium"
"2150-P",25,943.993715080433,"ECFDO","Paris","California","Australia","Regional Pumpkin Festival","1264 A","1318 K",353,1009,-6,"Big Max",428.188346847513,"medium"
"2509-P",21,949.460089390166,"FMHYJ","Paris","California","China","National Pumpkin Festival","1344 G","1297 F",364,1057,-11,"Fairytale",430.667852528051,"medium"
"2837-P",68,953.886136838235,"NCKMI","Nottingham","New York","USA","National Pumpkin Festival","1090 Y","1069 N",368,1056,-13,"Big Max",432.675473881437,"medium"
"2953-P",65,939.241449179128,"LBLBK","Paris","Florida","Australia","Regional Pumpkin Festival","1757 A","1037 E",355,978,-7,"Big Max",426.032755292662,"medium"
"2610-P",86,935.515467329882,"JTXCL","Paris","Texas","Australia","Local Pumpkin Festival","1349 S","1485 I",354,956,-3,"Blue Doll",424.342678353669,"medium"
"2279-P",51,922.332499411888,"ZFCRJ","Paris","California","China","National Pumpkin Festival","1293 A","1064 K",352,1006,-9,"Blue Doll",418.362984687097,"medium"
"2569-P",98,922.302090222016,"PTPOY","Nottingham","Texas","China","Regional Pumpkin Festival","1861 H","1857 A",346,902,4,"Blue Doll",418.349191310582,"medium"
"2762-P",2,918.410898758098,"AWXSG","Chicago","Florida","USA","Local Pumpkin Festival","1253 X","1804 F",349,975,-5,"Big Max",416.58417655086,"medium"
"2264-P",69,918.099786959589,"XHQYY","Nottingham","Florida","USA","National Pumpkin Festival","1147 Q","1709 O",343,917,-5,"Ghost",416.44305861272,"medium"
"2692-P",6,911.566831175238,"PWGGS","Chicago","California","USA","Regional Pumpkin Festival","1008 G","1611 X",354,941,-5,"Ghost",413.479759712906,"medium"
"2654-P",46,914.919585155323,"GKRAQ","New York","California","USA","National Pumpkin Festival","1588 O","1453 T",352,927,4,"Ghost",415.000543338035,"medium"
"2239-P",78,921.0442776829,"GJJSM","Paris","Florida","USA","Local Pumpkin Festival","1190 E","1678 G",358,1033,-9,"Ghost",417.77865713947,"medium"
"2633-P",18,917.514015872031,"NGATO","Los Angeles","New York","USA","Regional Pumpkin Festival","1819 Y","1324 X",338,892,8,"Fairytale",416.177357316615,"medium"
"2304-P",42,924.177042388357,"ZWMKZ","Paris","Florida","China","National Pumpkin Festival","1711 C","1254 A",333,852,11,"Fairytale",419.199655308062,"medium"
"2922-P",11,908.229586916044,"GNEIU","Los Angeles","Texas","China","Regional Pumpkin Festival","1810 A","1000 T",352,981,-12,"Fairytale",411.96601117884,"medium"
"2820-P",14,917.039877367206,"UEDSF","Nottingham","New York","China","Local Pumpkin Festival","1297 G","1668 V",321,745,19,"Big Max",415.962291708322,"medium"
"2356-P",95,904.429220753722,"LSWHY","Chicago","Texas","USA","National Pumpkin Festival","1535 N","1911 G",354,1010,-7,"Blue Doll",410.242194082959,"medium"
"2187-P",44,908.71399347391,"UPANW","Paris","California","USA","Local Pumpkin Festival","1147 D","1355 E",341,902,2,"Blue Doll",412.18573429765,"medium"
"2840-P",96,895.800704267062,"IWSWD","Houston","New York","China","Local Pumpkin Festival","1167 A","1420 M",332,820,13,"Big Max",406.328364836909,"medium"
"2936-P",52,905.984739175066,"ZUVDY","Nottingham","California","USA","National Pumpkin Festival","1621 H","1277 N",304,612,43,"Blue Doll",410.947765370867,"medium"
"2599-P",89,899.159531037323,"QREAD","Houston","California","Australia","Local Pumpkin Festival","1125 R","1768 J",345,911,0,"Big Max",407.851903033329,"medium"
"2366-P",38,886.084791120701,"OGXZK","Houston","New York","USA","Regional Pumpkin Festival","1058 A","1471 Q",360,1002,-11,"Big Max",401.921300762441,"medium"
"2310-P",70,886.548838906921,"SOXID","Chicago","Florida","Australia","National Pumpkin Festival","1958 M","1271 H",321,745,21,"Ghost",402.131789297763,"medium"
"2958-P",80,877.882825444452,"GQXLH","Nottingham","California","Australia","Regional Pumpkin Festival","1450 T","1670 O",341,863,5,"Fairytale",398.200951709573,"medium"
"2791-P",18,889.993310281076,"HTUIT","Paris","Florida","USA","Regional Pumpkin Festival","1638 T","1845 W",340,891,-6,"Ghost",403.694175233073,"medium"
"2096-P",97,880.400402641855,"NEADY","New York","California","China","Regional Pumpkin Festival","1202 F","1841 U",341,884,2,"Big Max",399.342905518159,"medium"
"2333-P",38,880.518082113937,"RFLGN","Houston","Texas","USA","National Pumpkin Festival","1827 L","1461 T",344,883,0,"Blue Doll",399.396284028845,"medium"
"2954-P",43,874.55952838622,"KSKBO","Los Angeles","Florida","China","Local Pumpkin Festival","1329 C","1100 T",333,860,-2,"Blue Doll",396.693529519451,"medium"
"2008-P",37,872.792944691144,"LQTCN","New York","Florida","Australia","Local Pumpkin Festival","1057 S","1113 B",343,918,-1,"Ghost",395.892220633726,"medium"
"2731-P",21,877.253905733489,"GYSOS","Paris","New York","Australia","Regional Pumpkin Festival","1632 U","1124 C",359,1027,-14,"Ghost",397.915678527098,"medium"
"2372-P",45,877.744952358305,"ASHXU","New York","California","USA","Local Pumpkin Festival","1919 G","1406 R",336,876,4,"Blue Doll",398.138413529616,"medium"
"2047-P",51,871.164290158078,"DJQOF","Houston","California","USA","Local Pumpkin Festival","1310 C","1536 M",346,908,0,"Big Max",395.153475363542,"medium"
"2662-P",41,873.777695234865,"NQFXI","Los Angeles","New York","Australia","Regional Pumpkin Festival","1119 G","1912 W",335,860,2,"Fairytale",396.338895967086,"medium"
"2637-P",73,855.916765332222,"LQWUF","Houston","Florida","Australia","Regional Pumpkin Festival","1049 N","1487 Q",325,793,12,"Ghost",388.237314435349,"medium"
"2269-P",49,858.265069685876,"MDSDT","Paris","Texas","China","Regional Pumpkin Festival","1325 S","1317 W",343,907,-4,"Blue Doll",389.302487373497,"medium"
"2436-P",28,865.872856967151,"MMKUT","Los Angeles","Texas","China","National Pumpkin Festival","1418 L","1918 I",359,984,-16,"Fairytale",392.75332163976,"medium"
"2930-P",29,853.377168488689,"ASYTO","Chicago","Florida","USA","Regional Pumpkin Festival","1310 S","1838 O",346,939,-12,"Big Max",387.08537268328,"medium"
"2651-P",41,863.203067728318,"BCLVO","New York","California","China","Regional Pumpkin Festival","1613 M","1667 C",342,869,-5,"Fairytale",391.542325610502,"medium"
"2213-P",28,842.987949735485,"ERDLG","New York","New York","USA","National Pumpkin Festival","1757 N","1539 P",342,851,0,"Ghost",382.372902322614,"medium"
"2056-P",100,847.078432733193,"LQCVZ","Los Angeles","Florida","Australia","Local Pumpkin Festival","1334 Y","1960 N",321,756,10,"Fairytale",384.228314201545,"medium"
"2348-P",88,838.542241373099,"LRRXU","Nottingham","California","China","Local Pumpkin Festival","1372 Z","1149 I",363,1001,-18,"Fairytale",380.356362928499,"medium"
"2927-P",9,847.68105485756,"TOGJS","Houston","California","Australia","Regional Pumpkin Festival","1477 E","1815 V",346,898,-4,"Blue Doll",384.50165899938,"medium"
"2708-P",53,837.265881864354,"QSRIR","New York","California","Australia","Local Pumpkin Festival","1391 C","1498 S",348,900,-12,"Big Max",379.77741599347,"medium"
"2732-P",94,838.152079458348,"TNPYP","Chicago","New York","Australia","Local Pumpkin Festival","1817 S","1400 L",336,881,-10,"Ghost",380.179388460755,"medium"
"2327-P",41,837.575667019933,"HMOJS","Houston","California","China","National Pumpkin Festival","1846 P","1249 E",323,755,11,"Ghost",379.917932176498,"medium"
"2347-P",33,830.511185968295,"KQERQ","Houston","Texas","Australia","Regional Pumpkin Festival","1378 H","1875 Q",337,845,1,"Blue Doll",376.713537470778,"medium"
"2896-P",55,832.598724578507,"IKIHO","Los Angeles","California","China","Local Pumpkin Festival","1377 N","1948 Q",352,965,-12,"Blue Doll",377.660429057245,"medium"
"2650-P",6,824.767010254785,"GZQXI","Paris","Florida","USA","Regional Pumpkin Festival","1246 I","1497 U",335,831,4,"Fairytale",374.108023193006,"medium"
"2161-P",24,826.908893380314,"FQZHK","Nottingham","New York","USA","Regional Pumpkin Festival","1670 J","1508 T",341,870,-8,"Blue Doll",375.079565036992,"medium"
"2517-P",7,827.363168409094,"ZMZXS","New York","Texas","China","Regional Pumpkin Festival","1504 J","1753 Y",344,935,-12,"Blue Doll",375.285620724101,"medium"
"2414-P",87,824.226454521529,"URIFT","Los Angeles","Florida","Australia","National Pumpkin Festival","1217 A","1369 M",329,792,4,"Blue Doll",373.862831236636,"medium"
"2674-P",94,817.879194597714,"IJZRB","Houston","California","USA","National Pumpkin Festival","1551 Z","1091 V",330,778,1,"Blue Doll",370.983762562372,"medium"
"2461-P",63,804.728446147405,"TVQFL","Paris","California","USA","National Pumpkin Festival","1225 H","1390 B",352,923,-14,"Blue Doll",365.01868340052,"medium"
"2107-P",15,805.110771471635,"PFYEY","Chicago","New York","Australia","Local Pumpkin Festival","1690 C","1864 M",345,908,-9,"Fairytale",365.192103250594,"medium"
"2597-P",22,803.420799912885,"HOBLR","New York","New York","Australia","National Pumpkin Festival","1086 K","1388 J",335,810,1,"Big Max",364.425545045385,"medium"
"2084-P",39,807.379915836267,"BRTMI","Paris","California","USA","Regional Pumpkin Festival","1753 V","1689 I",324,763,4,"Fairytale",366.221369821683,"medium"
"2310-P",74,789.446596369706,"YCWHY","Paris","California","China","Local Pumpkin Festival","1820 S","1178 O",322,722,8,"Big Max",358.086952936057,"medium"
"2817-P",31,789.709119814448,"OZFFC","Paris","Florida","Australia","Local Pumpkin Festival","1310 I","1855 O",336,825,-3,"Blue Doll",358.206031567638,"medium"
"2012-P",83,798.209610180929,"WDBYR","Chicago","Texas","USA","Local Pumpkin Festival","1018 S","1050 E",344,883,-11,"Blue Doll",362.061789142366,"medium"
"2686-P",16,788.760230497457,"PPARL","Nottingham","Texas","China","National Pumpkin Festival","1329 J","1088 R",305,672,15,"Blue Doll",357.775622613115,"medium"
"2078-P",77,792.495276803151,"OJUME","Paris","Texas","USA","Regional Pumpkin Festival","1785 T","1507 Q",328,786,-2,"Ghost",359.469811120395,"medium"
"2398-P",5,793.368027890101,"NZWYM","Los Angeles","New York","Australia","Local Pumpkin Festival","1188 Q","1836 Z",330,773,1,"Blue Doll",359.865684354677,"medium"
"2271-P",68,782.734537429176,"UAWTS","Chicago","New York","Australia","Regional Pumpkin Festival","1396 H","1667 Q",336,819,1,"Ghost",355.042414211089,"medium"
"2966-P",57,782.297297819518,"YZQFP","Los Angeles","California","China","National Pumpkin Festival","1382 D","1537 D",326,739,7,"Ghost",354.84408566012,"medium"
"2141-P",95,780.558711413294,"XGFGO","New York","Texas","China","Local Pumpkin Festival","1814 F","1816 W",322,781,-2,"Big Max",354.05547613101,"medium"
"2581-P",89,789.896164964885,"EFJXQ","Chicago","Florida","USA","Regional Pumpkin Festival","1598 E","1387 M",332,781,-4,"Fairytale",358.290873820792,"medium"
"2479-P",11,784.05821279157,"YEZLL","Houston","California","China","Regional Pumpkin Festival","1966 W","1934 G",333,797,-4,"Ghost",355.642823256331,"medium"
"2041-P",92,772.304087685421,"VXSVD","Chicago","Texas","Australia","Local Pumpkin Festival","1218 H","1484 F",335,808,-7,"Big Max",350.311241787686,"medium"
"2891-P",22,769.677122093737,"VPTLT","Chicago","Florida","Australia","Local Pumpkin Festival","1940 M","1412 C",339,843,-12,"Fairytale",349.119670238046,"medium"
